PERIODO,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION,ARCHIVO_ORIGEN
2025-12-31,PIURA,PIURA,VEINTISEIS DE OCTUBRE,ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2 (MINSA),OPERATIVO,08:45 a 16:30,Avenida Prolongación Av. Grau/Av. Chulucanas,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL LAMBAYEQUE (MINSA),OPERATIVO,08:45 a 16:30,Avenida Intersección de Carretera Panamerica Norte y Vía de Evitamiento S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,MORROPON,CHULUCANAS,ORA HOSPITAL DE APOYO CHULUCANAS (MINSA),OPERATIVO,08:45 a 16:30,Calle Daniel alcides carrion S/N Asent .H. vate manrique,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,AGENTE RENIEC - OR CHICLAYO,OPERATIVO,08:45 a 16:45,Avenida Balta N° 680 y esquina con Av. Elias Aguirre,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PIURA,PIURA,AGENTE RENIEC - OR PIURA,OPERATIVO,08:45 a 16:45,Calle Libertad Nº 568,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,TRUJILLO,ORA REGIONAL DOCENTE DE TRUJILLO (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Avenida Mansiche Nº 795,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA REGIONAL CAJAMARCA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Larry Jhonson S/N Cdra. 8,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL BELEN DE TRUJILLO (MINSA),OPERATIVO,08:45 a 16:30,Calle Bolívar Nº 350,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,OR CAJAMARCA,OPERATIVO,08:45 a 16:45,Jirón Del Comercio Nº 633,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJABAMBA,CAJABAMBA,PAP CAJABAMBA,OPERATIVO,08:45 a 16:45,Jirón Miguel Grau Nº 224-226-228 Mz. 31 Lt. 2,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CELENDIN,CELENDÍN,PAP CELENDIN,OPERATIVO,08:45 a 16:45,Jirón Pardo N° 610,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CONTUMAZA,CONTUMAZÁ,PAP CONTUMAZA,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón Miguel Grau Nº 212,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,HUALGAYOC,BAMBAMARCA,PAP HUALGAYOC,OPERATIVO,08:45 a 16:45,Jirón 07 de Junio Nº 470,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,PAP SAN MIGUEL,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón Bolognesi N° 364,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SAN MARCOS,PEDRO GÁLVEZ,PAP SAN MARCOS,OPERATIVO,08:45 a 16:45,Jirón Alfonso Ugarte N° 325 (Mz. 46 Lt. 17 Centro Poblado San Marcos).,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SAN PABLO,SAN PABLO,PAP SAN PABLO,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón Plaza de Armas S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,OR TRUJILLO II,OPERATIVO,08:45 a 16:45,Avenida Víctor Larco N° 1096. Urb. Vista Alegre,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,PATAZ,PARCOY,OR PARCOY,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón San Martín N° 859,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,TRUJILLO,OR TRUJILLO,OPERATIVO,08:45 a 16:45,Avenida Pablo Casals Mz. A Lt. 6 Urb. Los Cedros,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,BOLIVAR,BOLÍVAR,PAP BOLIVAR,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón Bolivar S/N - Mz. 20 Lt. 8,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,AG SANCHEZ CARRION,OPERATIVO,08:45 a 16:45,Jirón Alfonso Ugarte N° 567,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,OTUZCO,OTUZCO,AG OTUZCO,OPERATIVO,08:45 a 16:45,Pasaje Elías Armas Castillo Lt. 5-E1 Mz. 28,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,AG PACASMAYO,OPERATIVO,08:45 a 16:45,Jirón Alianza Nº 524,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,PATAZ,TAYABAMBA,PAP PATAZ,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón Sucre 337 1er Piso Centro Civico,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,PAP SANTIAGO DE CHUCO,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Calle Luis de La Puente Uceda  Nº 1120,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,ASCOPE,ASCOPE,PAP ASCOPE,OPERATIVO,08:45 a 16:45,"Calle Miguel Grau N° 879, Ascope - 1er Piso",17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,CHEPEN,CHEPEN,PAP CHEPEN,OPERATIVO,08:45 a 16:45,Calle Manuel Seoane  N° 136. Chepen,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PIURA,CATACAOS,ORA CENTRO DE SALUD MATERNO INFANTIL-CATACAOS (MINSA),OPERATIVO,08:45 a 16:30,Avenida Cayetano Heredia 1108 - Catacos,17. Reporte IV Trimestre 2025.csv
2025-12-31,TUMBES,TUMBES,TUMBES,ORA HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2 (MINSA),OPERATIVO,08:45 a 16:30,Avenida 24 de Julio Nº 565,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,ORA HOSPITAL PROVINCIAL DOCENTE BELEN-LAMBAYEQUE (MINSA),OPERATIVO,08:45 a 16:30,Avenida Ramón Castilla Nº 597,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PIURA,PIURA,OR PIURA,OPERATIVO,08:45 a 16:45,Calle Libertad Nº 568,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL DOCENTE LAS MERCEDES (MINSA),OPERATIVO,08:45 a 16:30,Avenida Luis Gonzáles  Nº 635,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL ALMANZOR AGUINAGA ASENJO (ESSALUD),OPERATIVO,08:45 a 16:30,Plaza Plaza de la Seguridad Social S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,SULLANA,SULLANA,ORA HOSPITAL DE APOYO II-SULLANA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Santa Rosa S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CUTERVO,CUTERVO,PAP CUTERVO,OPERATIVO,08:45 a 16:45,Jirón Comercio N° 1105-1107 Mz. 203 Lt. 14-Urb. Los Jardines,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CHOTA,CHOTA,AG CHOTA,OPERATIVO,08:45 a 16:45,Jirón 30 de Agosto N° 848,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,PAP SANTA CRUZ,OPERATIVO,08:45 a 16:45,Jirón Domingo Negrón Nº 399,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,OR JOSÉ LEONARDO ORTIZ,OPERATIVO,08:45 a 16:45,Calle Cacique Cinto Nº 317 Urb. Latina,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,OR CHICLAYO,OPERATIVO,08:45 a 16:45,Avenida Balta N° 680 y esquina con Av. Elias Aguirre,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,PAP FERREÑAFE,OPERATIVO,08:45 a 16:45,Calle Tres Marías Nº 717  B,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PAP LAMBAYEQUE,OPERATIVO,08:45 a 16:45,Avenida Huamachuco N° 342,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CUTERVO,CUTERVO,ORA SANTA MARIA DE CUTERVO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ica S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CHOTA,CHOTA,ORA HOSPITAL DE APOYO CHOTA - JOSE SOTO CADENILLAS (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ezequiel Montoya Nª 718,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,AYABACA,AYABACA,PAP AYABACA,OPERATIVO,08:45 a 16:45,Calle Bolognesi N° 181,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PIURA,TAMBO GRANDE,ORA TAMBO GRANDE (MINSA),OPERATIVO,08:45 a 16:30,"Avenida Froilan Alama,, AA.HH.Froilan Alama",17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,HUANCABAMBA,HUANCABAMBA,PAP HUANCABAMBA,OPERATIVO,08:45 a 16:45,Complejo Terminal Terrestre S/N - Stand 14,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,MORROPON,CHULUCANAS,AG CHULUCANAS,OPERATIVO,08:45 a 16:45,Calle Cuzco N° 202,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PAITA,PAITA,PAP PAITA,OPERATIVO,08:45 a 16:45,Jirón San Martin S/N Plaza de Armas - Municipalidad de Paita,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,SULLANA,SULLANA,OR SULLANA,OPERATIVO,08:45 a 16:45,Calle Leoncio Prado Nº 517,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,TALARA,PARIÑAS,AG TALARA,OPERATIVO,08:45 a 16:45,Avenida Mártires Petroleros B-3 Conjunto Habitacional - Talara,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,SECHURA,SECHURA,PAP SECHURA,OPERATIVO,08:45 a 16:45,Calle Dos de Mayo Nº 618 - Plaza de Armas - Municipalidad de Sechura,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PIURA,TAMBO GRANDE,PAP TAMBOGRANDE,OPERATIVO,08:45 a 16:45,Jirón Piura 375,17. Reporte IV Trimestre 2025.csv
2025-12-31,PIURA,PIURA,PIURA,MAC - PIURA,OPERATIVO,08:30 a 16:30,Avenida Sanchez Cerro con Wiesse Centro Comercial Real Plaza,17. Reporte IV Trimestre 2025.csv
2025-12-31,TUMBES,TUMBES,TUMBES,OR TUMBES,OPERATIVO,08:45 a 16:45,Avenida Tumbes Norte  Nº 550,17. Reporte IV Trimestre 2025.csv
2025-12-31,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,PANP CONTRALMIRANTE VILLAR - ZORRITOS,DESPLAZAMIENTO,08:45 a 16:45,Avenida Grau Nº 305,17. Reporte IV Trimestre 2025.csv
2025-12-31,TUMBES,ZARUMILLA,ZARUMILLA,PAP ZARUMILLA,OPERATIVO,08:45 a 16:45,Avenida El Ejérrcito Nº 105 - Interior Biblioteca Municipal,17. Reporte IV Trimestre 2025.csv
2025-12-31,LAMBAYEQUE,LAMBAYEQUE,OLMOS,PANP OLMOS,DESPLAZAMIENTO,08:45 a 16:45,Avenida A. B. Leguía/Calle Alfonso Ugarte,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,GRAN CHIMU,CASCAS,PAP GRAN CHIMU,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jr. San Martin S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ORA BAMBAMARCA - TITO VILLAR CABEZAS (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Barrio Amazonas - Bambamarca,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MARISCAL RAMON CASTILLA,SANTA ROSA DE LORETO,PAP SANTA ROSA DE LORETO,DESPLAZAMIENTO,08:45 a 16:45,Calle mi Perú S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CELENDIN,CELENDÍN,ORA DE APOYO CELENDIN (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Avenida Túpac Amaru Cdra. 4,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,SAN MARTIN,TARAPOTO,OR TARAPOTO,OPERATIVO,08:45 a 16:45,Jirón Jiménez Pimentel N° 280,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,BELLAVISTA,BELLAVISTA,AG BELLAVISTA,OPERATIVO,08:45 a 16:45,Jirón Huallaga - Iquitos Mz. 7 Lt. 27 - A.  1er. Piso,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,PICOTA,PICOTA,AG PICOTA,OPERATIVO,08:45 a 16:45,"Jirón Simón Bolívar, cuadra 4",17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,AG EL DORADO,OPERATIVO,08:45 a 16:45,Jirón Comercio N° 610,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,DATEM DEL MARAÑON,BARRANCA,ORA SAN LORENZO - NUCLEO BASE (MINSA),OPERATIVO,08:45 a 16:30,Barrio Daniel Alcides Carrión S/N - Barrio Huacachina,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,AG LA BANDA DE SHILCAYO,OPERATIVO,08:45 a 16:45,Jirón Yurimaguas N° 340,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,MARISCAL CACERES,JUANJUI,ORA HOSPITAL JUANJUI (MINSA),OPERATIVO,08:45 a 16:30,Jirón Arica N° 205,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,RIOJA,RIOJA,ORA HOSPITAL DE RIOJA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Túpac Amaru S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,ALTO AMAZONAS,LAGUNAS,AG LAGUNAS,OPERATIVO,08:45 a 16:45,Jirón FITZCARRALD C-9,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,SAN MARTIN,MORALES,PANP MORALES,OPERATIVO,08:45 a 16:45,Jirón Tarapoto N° 116 Plaza de Armas,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,ALTO AMAZONAS,YURIMAGUAS,ORA HOSPITAL SANTA GEMA YURIMAGUAS (MINSA),OPERATIVO,08:45 a 16:30,CALLE HUALLAGA  C-4,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,PUNCHANA,"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""",OPERATIVO,08:45 a 16:30,Avenida 28 de Julio S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,IQUITOS,"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""",OPERATIVO,08:45 a 16:30,Calle Cornejo Portugal 1710,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,BELÉN,OR BELEN,OPERATIVO,08:45 a 16:45,Calle Miraflores S/N P. J. 09 de Octubre,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,IQUITOS,OR IQUITOS,OPERATIVO,08:45 a 16:45,Jirón Próspero Nº 201,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,LORETO,NAUTA,PAP NAUTA,OPERATIVO,08:45 a 16:45,Cal. Manuel Pacaya N° 570 centro cívico,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,REQUENA,REQUENA,PAP REQUENA,OPERATIVO,08:45 a 16:45,Calle San Antonio S/N Anexo Hotel Municipal,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,PAP MARISCAL RAMON CASTILLA - CABALLOCOCHA,OPERATIVO,08:45 a 16:45,Calle Ayacucho Mz. 22 Lt. 4 C con Amazonas S/N - Local Municipal,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,SAN JUAN BAUTISTA,OR SAN JUAN BAUTISTA,OPERATIVO,08:45 a 16:45,Avenida Abelardo Quiñones Nº 2371 Km. 2.5,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MARISCAL RAMON CASTILLA,YAVARI,PAP YAVARI,OPERATIVO,08:45 a 16:45,Calle Nueva Jerusalen S/N Local Municipal,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,PUTUMAYO,PUTUMAYO,PAP PUTUMAYO,OPERATIVO,08:45 a 16:45,Calle Arequipa S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,PUNCHANA,PAP PUNCHANA,OPERATIVO,08:45 a 16:45,"Calle Cusco S/N, cuadra 5, esquina con Trujillo.",17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,REQUENA,REQUENA,ORA REQUENA,OPERATIVO,08:45 a 16:30,Calle Mártires del Petroléo S/N - Malecon Grau,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,ORA CABALLOCOCHA,OPERATIVO,08:45 a 16:30,Calle Progreso N° 425,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,PUNCHANA,MAC - LORETO,OPERATIVO,08:30 a 16:30,Avenida La Marina Nº  1338,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,MAYNAS,IQUITOS,AGENTE RENIEC - OR IQUITOS,OPERATIVO,08:45 a 16:45,Jirón Próspero Nº 201,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,PAP SOPLIN VARGAS,OPERATIVO,08:45 a 16:45,Plaza de armas S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,RIOJA,RIOJA,OR RIOJA,OPERATIVO,08:45 a 16:45,Jirón Angaiza N° 530,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,MARISCAL CACERES,JUANJUI,AG MARISCAL CACERES,OPERATIVO,08:45 a 16:45,Jirón Eduardo Peña Meza N° 772,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,LAMAS,LAMAS,AG LAMAS,OPERATIVO,08:45 a 16:45,Jirón San Martín N° 984,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,OTUZCO,OTUZCO,ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Calle Progreso N° 385,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA HOSPITAL NUESTRA SEÑORA DEL ROSARIO (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Caserio Parubamba,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SAN MARCOS,PEDRO GÁLVEZ,ORA SAN MARCOS (MINSA),DESPLAZAMIENTO,08:45 a 13:00 - 14:00 a 16:30,Avenida 28 de Julio S/N Cdra.2,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,EL PORVENIR,OR EL PORVENIR,OPERATIVO,08:45 a 16:45,Jirón Gabriel Aguilar Nº 1657. 2do piso.,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,OR ALTO TRUJILLO,OPERATIVO,08:45 a 16:45,Barrio 3 Mz T Lt. 2,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA SIMON BOLIVAR (MINSA),OPERATIVO,08:45 a 16:30,Avenida Mario Urteaga N° 500,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,PACASMAYO,GUADALUPE,ORA DE APOYO TOMÁS LAFORA (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Calle La Victoria S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ORA BAÑOS DEL INCA (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Jirón Pachacútec N° 489,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,LA ESPERANZA,ORA DISTRITAL JERUSALEN (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Pasaje 1 Barrio 3 Mz. 20 Lt. 02 Sector Jerusalén,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,PATAZ,CHILLIA,AG CHILLIA,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jirón Miraflores S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Calle Gustavo Pinillo S/N - Barrio San Cristobal,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,CHEPEN,CHEPEN,ORA DE APOYO CHEPEN (MINSA),DESPLAZAMIENTO,08:45 a 13:00 - 14:00 a 16:30,Avenida 28 de Julio S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,ORA DE APOYO LEONCIO PRADO (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Avenida 10 de Julio N° 209,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,ASCOPE,PAIJAN,ORA PAIJAN (MINSA),DESPLAZAMIENTO,08:45 a 13:00 - 14:00 a 16:30,Carretera Vía Panamericana S/N Sector Manco Capac,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,HUALLAGA,SAPOSOA,AG HUALLAGA,OPERATIVO,08:45 a 16:45,Jirón Lima N° 591,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,MAC - CAJAMARCA,OPERATIVO,08:30 a 16:30,Avenida Via De Evitamiento. Jr. El Mutuy y Av. La Cantuta - Cajamarca - Centro Comercial Real Plaza 2do. Piso,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,VIRU,VIRU,ORA PROVINCIAL DE VIRÚ (MINSA),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Calle Sucre Nº 799,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL VÍCTOR LAZARTE ECHEGARAY (ESSALUD),OPERATIVO,08:45 a 13:00 - 14:00 a 16:30,Avenida Prolongación Unión 1375,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,CONTUMAZA,CHILETE,PANP CHILETE,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,Jr. Arequipa N° 330,17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,JULCAN,JULCAN,PAP JULCAN,OPERATIVO,08:45 a 13:00 - 14:00 a 16:45,"Avenida 28 de Julio N° 201, Centro Cívico",17. Reporte IV Trimestre 2025.csv
2025-12-31,LA LIBERTAD,TRUJILLO,TRUJILLO,AGENTE RENIEC - OR TRUJILLO,OPERATIVO,08:45 a 16:45,Avenida Pablo Casals Mz. A Lt. 6 Urb. Los Cedros,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,SAN MARTIN,TARAPOTO,ORA HOSPITAL TARAPOTO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Angel Delgado Morey Nº 503,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,DATEM DEL MARAÑON,BARRANCA,PAP DATEM DEL MARAÑON,OPERATIVO,08:45 a 16:45,Calle Tigre Mz. 31 Lt. 08 - San Lorenzo,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,AG NUEVA CAJAMARCA,OPERATIVO,08:45 a 16:45,Carretera Fernando Belaunde Terry Altura del Km. 447.50,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,ALTO AMAZONAS,YURIMAGUAS,AG ALTO AMAZONAS,OPERATIVO,08:45 a 16:45,Calle Mariscal Castilla N° 411,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,ORA HOSPITAL MOYOBAMBA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau cuadra 4,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,AG MOYOBAMBA,OPERATIVO,08:45 a 16:45,Jirón Dos de Mayo Mz. 1530 Lt. 14 (837),17. Reporte IV Trimestre 2025.csv
2025-12-31,CUSCO,ANTA,ANTA,PAP ANTA,OPERATIVO,08:45 a 16:45,"Jirón Jaquijahuana  S / N, Izcuchaca",17. Reporte IV Trimestre 2025.csv
2025-12-31,ANCASH,SANTA,NUEVO CHIMBOTE,AG NUEVO CHIMBOTE,OPERATIVO,08:45 a 16:45,Mz. 74-75 Lt. 1 del Centro Cívico de la Municipalidad Distrital de Nuevo Chimbote,17. Reporte IV Trimestre 2025.csv
2025-12-31,CUSCO,CANAS,YANAOCA,PAP CANAS,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,ICA,AGENTE RENIEC  - MEGA PLAZA ICA,OPERATIVO,08:45 a 16:45,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,CORONEL PORTILLO,CALLERIA,ORA HOSPITAL REGIONAL DE PUCALLPA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Luis Escavino N° 317,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,PUERTO INCA,PUERTO INCA,PAP PUERTO INCA,OPERATIVO,08:45 a 16:45,Jirón Vulcano S/N,17. Reporte IV Trimestre 2025.csv
