PERIODO,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION,ARCHIVO_ORIGEN
2021-01-01,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OR CASTROVIRREYNA,OPERATIVO,08:15 - 13:45,Los Libertadores S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,ANGARAES,LIRCAY,OR ANGARAES,OPERATIVO,08:15 - 13:45,Centenario S/N - Centro Civico,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,ACOBAMBA,PAUCARA,PAP PAUCARA,OPERATIVO,08:15 - 13:45,San Martin S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,OR HUANCAVELICA,OPERATIVO,08:45 - 16:45,San Cristobal NÂº 380,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,ACOBAMBA,ACOBAMBA,OR ACOBAMBA,OPERATIVO,08:15 - 13:45,Dos de Mayo NÂ° 459,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,HUAYTARA,HUAYTARA,OR HUAYTARA,OPERATIVO,08:15 - 13:45,24 de Junio S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,PAP IZCUCHACA,OPERATIVO PARCIAL,08:15 - 13:45,Ferrocarril  S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,TAYACAJA,PAMPAS,ORA PAMPAS,OPERATIVO,08:15 - 13:45,Bolivar S/N Cdra. 4 Barrio Yacuraquina,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,HUANCAVELICA,YAULI,ORA YAULI,OPERATIVO,08:15 - 13:45,Bolognesi S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,ANGARES,LIRCAY,ORA LIRCAY,OPERATIVO,08:15 - 13:45,Esmeralda S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA,OPERATIVO,08:15 - 13:45,AndrÃ©s Avelino CÃ¡ceres S/N - Barrio Yanacancha,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,OXAPAMPA,PALCAZÃ,AG PALCAZU,OPERATIVO,08:15 - 13:45,Juan Santos Atahualpa Mz. U Lt 01 Esquina con Av. Juan Frantzen - Mercado de Productores Agropecuarios - Iscozacin,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,MARAÃON,HUACRACHUCO,PAP MARAÃON,OPERATIVO,08:15 - 13:45,Parque Mayobamba Â Av. 28 de Julio NÂ° 620,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,OXAPAMPA,CONSTITUCIÃN,AG CONSTITUCION,OPERATIVO,08:15 - 13:45,"Oficina NÂ° 03 frenta a la Plaza de Armas, cuarta etapa del distrito de ConstituciÃ³n",1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,LEONCIO PRADO,JOSÃ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:15 - 13:45,Maria Parado de Bellido,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,TOCACHE,TOCACHE,PAP TOCACHE,OPERATIVO,08:45 - 16:45,San Juan Cdra 7 S/N Centro CÃ­vico,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO,OPERATIVO,08:15 - 13:45,Plaza 28 de Julio S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÃDEZ,OPERATIVO,08:15 - 13:45,Remigio Morales BermÃºdez S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,OXAPAMPA,OXAPAMPA,PAP OXAPAMPA,OPERATIVO,08:45 - 16:45,AV SAN MARTIN S/N CUADRA 6 ESQUINA CON JR BELGRADO - OXAPAMPA,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÃN,OPERATIVO,08:15 - 13:45,Jorge Chavez S/N Plaza Principal,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,YAROWILCA,CHAVINILLO,PAP YAROWILCA,OPERATIVO,08:15 - 13:45,Virgen de Fatima S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,PACHITEA,PANAO,PAP PACHITEA,OPERATIVO,08:15 - 13:45,Mayro NÂ° 309,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,LEONCIO PRADO,RUPA-RUPA,PAP LEONCIO PRADO,OPERATIVO,08:45 - 16:45,Tocache NÂ° 226,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,LAURICOCHA,JESÃS,PAP LAURICOCHA,OPERATIVO,08:15 - 13:45,Leoncio Prado S/N - Centro Civico,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,HUAMALIES,LLATA,PAP HUAMALIES,OPERATIVO,08:15 - 13:45,HuÃ¡nuco NÂ° 265,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,DOS DE MAYO,LA UNION,PAP DOS DE MAYO,OPERATIVO,08:15 - 13:45,Lourdes NÂ° 222,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,AMBO,AMBO,PAP AMBO,OPERATIVO,08:15 - 13:45,28 de Julio NÂ° 687,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,PASCO,YANACANCHA,AG PASCO,OPERATIVO,08:45 - 16:45,"Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha",1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,HUANUCO,HUÃNUCO,OR HUANUCO,OPERATIVO,08:45 - 16:45,28 de Julio NÂ° 825,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,TOCACHE,UCHIZA,AG UCHIZA,OPERATIVO PARCIAL,08:15 - 13:45,Atahualpa NÂ° 920,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,PASCO,HUARIACA,PAP HUARIACA,OPERATIVO,08:15 - 13:45,28 de Julio NÂº 129,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,LAURICOCHA,BAÃOS,AG BAÃOS,OPERATIVO PARCIAL,08:15 - 13:45,MaraÃ±on S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,PASCO,PASCO,YANACANCHA,DR. DANIEL ALCIDES CARRION,OPERATIVO,08:15 - 13:45,Los Incas S/N Urb. San Juan,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,TOCACHE,TOCACHE,HOSPITAL TOCACHE,OPERATIVO,08:15 - 13:45,Jorge Chavez 780 - Tocache,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,HUANUCO,HUANUCO,HOSPITAL REGIOSNAL HERMILIO VALDIZAN,OPERATIVO,08:15 - 13:45,Hermilio Valdizan NÂº 950,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,HUANUCO,AMARILIS,CARLOS SHOWING FERRARI,OPERATIVO,08:15 - 13:45,Av. Micaela Bastidas S/N Paucarbamba - Amarilis,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,OPERATIVO,08:15 - 13:45,Grau NÂ° 401,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,LEONCIO PRADO,RUPA-RUPA,HOSPITAL TINGO MARIA,OPERATIVO,08:15 - 13:45,Ucayali NÂ° 114,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,HUANUCO,PACHITEA,PANAO,PANAO,OPERATIVO,08:15 - 13:45,Grau NÂº 193,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,JAEN,JAEN,OR JAEN,OPERATIVO,08:45 - 16:45,Mariscal Ureta NÂº 915,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLÃS,AG RODRIGUEZ DE MENDOZA,OPERATIVO,08:15 - 13:45,Victor Mori NÂ° 204,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,OR CHACHAPOYAS,OPERATIVO,08:45 - 16:45,Triunfo NÂº 903 1Â° Piso,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,LUYA,LAMUD,AG LUYA,OPERATIVO PARCIAL,08:15 - 13:45,Garcilazo de la Vega NÂ° 328,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,BONGARA,JAZAN,AG BONGARA,OPERATIVO,08:15 - 13:45,Marginal NÂº 100 -Pedro RuÃ­z,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,BAGUA,IMAZA,OR IMAZA,OPERATIVO,08:15 - 13:45,Awajun S/N Plaza de Armas,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PAP SAN IGNACIO,OPERATIVO,08:15 - 13:45,Santo Domingo NÂº 169,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,CONDORCANQUI,NIEVA,PAP CONDORCANQUI,OPERATIVO,08:45 - 16:45,Gonzalo Puerta S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,BAGUA,BAGUA,PAP BAGUA,OPERATIVO,08:45 - 16:45,Los Cedros NÂº 263,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,PAP UTCUBAMBA,OPERATIVO,08:45 - 16:45,Simos Bolivar NÂº 545,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,JAEN,PUCARA,PANP PUCARA,OPERATIVO PARCIAL,08:15 - 13:45,Calle Lindo 548,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,San Ignacio,San Ignacio,HOSPITAL SAN IGNACIO,OPERATIVO,08:15 - 13:45,"Abelardo QuiÃ±ones S/N, Sector Santiago",1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,JaÃ©n,JaÃ©n,HOSPITAL GENERAL DE JAEN,OPERATIVO,08:15 - 13:45,Huamantanga NÂ° 850,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,Utcubamba,Bagua Grande,HOSPITAL SANTIAGO APOSTOL,OPERATIVO,08:15 - 13:45,Felipe Santiago S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,Bagua,Bagua,HOSPITAL DE APOYO BAGUA GUSTAVO LANATA,OPERATIVO,08:15 - 13:45,Heroes de Cenepa S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,Bongara,Florida,CENTRO DE SALUD POMACOCHAS - FLORIDA,OPERATIVO,08:15 - 13:45,Pomacochas S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,Chachapoyas,Chachapoyas,HOSPITAL REGIONAL VIRGEN DE FATIMA,OPERATIVO,08:15 - 13:45,Daniel Alcides Carrion NÂ° 035,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,AMAZONAS,Bagua,IMAZA,CENTRO DE SALUD CHIRIACO,OPERATIVO,08:15 - 13:45,Calle Junin S/N - Chiriaco,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2024-03-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL DOCENTE LAS MERCEDES (MINSA),OPERATIVO,08:45 a 16:30,Luis Gonzáles  Nº 635,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL ALMANZOR AGUINAGA ASENJO (ESSALUD),OPERATIVO,08:45 a 16:30,Plaza de la Seguridad Social S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,SULLANA,SULLANA,ORA HOSPITAL DE APOYO II-SULLANA (MINSA),OPERATIVO,08:45 a 16:30,Santa Rosa S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CUTERVO,CUTERVO,PAP CUTERVO,OPERATIVO,08:45 a 16:45,Jr. Comercio N° 1103 Mz. 203 Lt. 14-Urb. Los Jardines,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CHOTA,CHOTA,AG CHOTA,OPERATIVO,08:45 a 16:45,Jr. 30 de Agosto N° 848,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,PAP SANTA CRUZ,OPERATIVO,08:45 a 16:30,Domingo Negrón Nº 399,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,OR JOSÉ LEONARDO ORTIZ,OPERATIVO,08:45 a 16:45,Cacique Cinto Nº 317 Urb. Latina,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,AYABACA,FRÍAS,OR FRIAS,OPERATIVO,08:45 a 16:45,Lima Nº 235 - 2do piso,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,OR CHICLAYO,OPERATIVO,08:45 a 16:45,Balta N° 680 y esquina con Av. Elias Aguirre,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,PAP FERREÑAFE,OPERATIVO,08:45 a 16:45,Tres Marías Nº 717  B,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PAP LAMBAYEQUE,OPERATIVO,08:45 a 16:45,Huamachuco N° 342,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CUTERVO,CUTERVO,ORA SANTA MARIA DE CUTERVO (MINSA),OPERATIVO,08:45 a 16:30,Ica S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CHOTA,CHOTA,ORA HOSPITAL DE APOYO CHOTA - JOSE SOTO CADENILLAS (MINSA),OPERATIVO,08:45 a 16:30,Ezequiel Montoya Nª 718,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PIURA,PIURA,OR PIURA,OPERATIVO,08:45 a 16:45,Libertad Nº 568,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,AYABACA,AYABACA,PAP AYABACA,OPERATIVO,08:45 a 16:30,Bolognesi N° 181,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,HUANCABAMBA,HUANCABAMBA,PAP HUANCABAMBA,OPERATIVO,08:45 a 16:30,Complejo Terminal Terrestre S/N - Stand 14,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,MORROPON,CHULUCANAS,AG CHULUCANAS,OPERATIVO,08:45 a 16:45,Cuzco N° 202,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PAITA,PAITA,PAP PAITA,OPERATIVO,08:45 a 16:30,San Martin S/N Plaza de Armas - Municipalidad de Paita,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,SULLANA,SULLANA,OR SULLANA,OPERATIVO,08:45 a 16:45,Leoncio Prado Nº 517,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,TALARA,PARIÑAS,AG TALARA,OPERATIVO,08:45 a 16:45,Mártires Petroleros B-3 Conjunto Habitacional - Talara,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,SECHURA,SECHURA,PAP SECHURA,OPERATIVO,08:45 a 16:30,Dos de Mayo Nº 618 - Plaza de Armas - Municipalidad de Sechura,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PIURA,TAMBO GRANDE,PAP TAMBOGRANDE,OPERATIVO,08:45 a 16:30,Salitral Nº 241,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PIURA,PIURA,MAC - PIURA,OPERATIVO,08:30 a 16:30,Sanchez Cerro con Wiesse Centro Comercial Real Plaza,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PAITA,PAITA,ORA HOSPITAL LAS MERCEDES-PAITA (MINSA),OPERATIVO,08:45 a 16:30,Zona Industrial Sector II Mz. H Lt. 1 Jr. Los Pescadores S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,TUMBES,TUMBES,TUMBES,OR TUMBES,OPERATIVO,08:45 a 16:45,Tumbes Norte  Nº 550,10. Reporte I Trimestre 2024.csv
2024-03-31,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,PANP CONTRALMIRANTE VILLAR - ZORRITOS,DESPLAZAMIENTO,08:45 a 16:45,Grau Nº 305,10. Reporte I Trimestre 2024.csv
2024-03-31,TUMBES,ZARUMILLA,ZARUMILLA,PAP ZARUMILLA,OPERATIVO,08:45 a 16:30,El Ejérrcito Nº 105 - Interior Biblioteca Municipal,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,LAMBAYEQUE,OLMOS,PANP OLMOS,DESPLAZAMIENTO,08:45 a 16:45,A. B. Leguía/Calle Alfonso Ugarte,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PIURA,TAMBO GRANDE,ORA TAMBO GRANDE (MINSA),OPERATIVO,08:45 a 16:30,"Froilan Alama,, AA.HH.Froilan Alama",10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,ORA HOSPITAL PROVINCIAL DOCENTE BELEN-LAMBAYEQUE (MINSA),OPERATIVO,08:45 a 16:30,Ramón Castilla Nº 597,10. Reporte I Trimestre 2024.csv
2024-03-31,TUMBES,TUMBES,TUMBES,ORA HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2 (MINSA),OPERATIVO,08:45 a 16:30,24 de Julio Nº 565,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PIURA,CATACAOS,ORA CENTRO DE SALUD MATERNO INFANTIL-CATACAOS (MINSA),OPERATIVO,08:45 a 16:30,Cayetano Heredia 1108 - Catacos,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,PIURA,Veintises de Octubre,ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2 (MINSA),OPERATIVO,08:45 a 16:30,Prolongación Av. Grau/Av. Chulucanas,10. Reporte I Trimestre 2024.csv
2024-03-31,LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL LAMBAYEQUE (MINSA),OPERATIVO,08:45 a 16:30,Intersección de Carretera Panamerica Norte y Vía de Evitamiento S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,PIURA,MORROPON,CHULUCANAS,ORA HOSPITAL DE APOYO CHULUCANAS (MINSA),OPERATIVO,08:45 a 16:30,Daniel alcides carrion S/N Asent .H. vate manrique,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,TRUJILLO,ORA REGIONAL DOCENTE DE TRUJILLO (MINSA),OPERATIVO,08:45 a 13.00          14:00 a 16:30,Mansiche Nº 795,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA REGIONAL CAJAMARCA (MINSA),OPERATIVO,08:45 a 16:30,Larry Jhonson S/N Cdra. 8,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL BELEN DE TRUJILLO (MINSA),OPERATIVO,08:45 a 16:30,Bolívar Nº 350,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,OR CAJAMARCA,OPERATIVO,08:45 a 16:45,Del Comercio Nº 633,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CAJABAMBA,CAJABAMBA,PAP CAJABAMBA,OPERATIVO,08:45 a 16:45,Miguel Grau Nº 224-226-228 Mz. 31 Lt. 2,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CELENDIN,CELENDÍN,PAP CELENDIN,OPERATIVO,08:45 a 16:45,Pardo N° 610,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CONTUMAZA,CONTUMAZÁ,PAP CONTUMAZA,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Miguel Grau Nº 212,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,HUALGAYOC,BAMBAMARCA,PAP HUALGAYOC,OPERATIVO,08:45 a 16:45,07 de Junio Nº 470,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,PAP SAN MIGUEL,OPERATIVO,08:45 a 13.00          14:00 a 16:45,Bolognesi N° 364,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,SAN MARCOS,PEDRO GÁLVEZ,PAP SAN MARCOS,OPERATIVO,08:45 a 16:45,Jr. Alfonso Ugarte N° 325 (Mz. 46 Lt. 17 Centro Poblado San Marcos).,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,SAN PABLO,SAN PABLO,PAP SAN PABLO,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Plaza de Armas S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,OR TRUJILLO II,OPERATIVO,08:45 a 16:45,Víctor Larco N° 1096. Urb. Vista Alegre,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,PATAZ,PARCOY,OR PARCOY,OPERATIVO,08:45 a 13.00          14:00 a 16:30,San Martín N° 859,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,TRUJILLO,OR TRUJILLO,OPERATIVO,08:45 a 16:45,Pablo Casals Mz. A Lt. 6 Urb. Los Cedros,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,BOLIVAR,BOLÍVAR,PAP BOLIVAR,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Bolivar S/N - Mz. 20 Lt. 8,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,AG SANCHEZ CARRION,OPERATIVO,08:45 a 16:45,Alfonso Ugarte N° 567,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,OTUZCO,OTUZCO,AG OTUZCO,OPERATIVO,08:45 a 16:45,Pasaje Elías Armas Castillo Lt. 5-E1 Mz. 28,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,AG PACASMAYO,OPERATIVO,08:45 a 16:45,Alianza Nº 524,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,PATAZ,TAYABAMBA,PAP PATAZ,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Sucre 337 1er Piso Centro Civico,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,PAP SANTIAGO DE CHUCO,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Luis de La Puente Uceda  Nº 1120,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,ASCOPE,ASCOPE,PAP ASCOPE,OPERATIVO,08:45 a 16:45,"Miguel Grau N° 879, Ascope - 1er Piso",10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,CHEPEN,CHEPÉN,PAP CHEPEN,OPERATIVO,08:45 a 16:45,Calle Manuel Seoane  N° 136. Chepen,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,JULCAN,JULCÁN,PAP JULCAN,OPERATIVO,08:45 a 13.00          14:00 a 16:30,28 de Julio Nº 201 Centro Civico - Julcán,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,GRAN CHIMU,CASCAS,PAP GRAN CHIMU,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Progreso S/N Cdra. 3,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,VIRU,VIRU,PAP VIRU,OPERATIVO,08:45 a 16:45,Mz. A Lt. N° 08 Urb. Las Palmeras,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ORA BAMBAMARCA - TITO VILLAR CABEZAS (MINSA),OPERATIVO,08:45 a 16:30,El Frutillo. Bambamarca,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CELENDIN,CELENDÍN,ORA DE APOYO CELENDIN (MINSA),OPERATIVO,08:45 a 16:30,Túpac Amaru Cdra. 4,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA HOSPITAL NUESTRA SEÑORA DEL ROSARIO (MINSA),OPERATIVO,08:45 a 16:30,La Torre N° 277,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,SAN MARCOS,PEDRO GÁLVEZ,ORA SAN MARCOS (MINSA),OPERATIVO,08:45 a 16:30,Av. 28 de Julio S/N Cdra.2,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,EL PORVENIR,OR EL PORVENIR,OPERATIVO,08:45 a 16:45,Gabriel Aguilar Nº 1657. 2do piso.,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,OR ALTO TRUJILLO,OPERATIVO,08:45 a 16:45,Barrio 3 Mz T Lt. 2,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA SIMON BOLIVAR (MINSA),OPERATIVO,08:45 a 16:30,Mario Urteaga N° 500,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,PACASMAYO,GUADALUPE,ORA DE APOYO TOMÁS LAFORA (MINSA),OPERATIVO,08:45 a 13.00          14:00 a 16:30,La Victoria S/N,10. Reporte I Trimestre 2024.csv
2024-03-31,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ORA BAÑOS DEL INCA (MINSA),OPERATIVO,08:45 a 16:30,Pachacútec N° 489,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,TRUJILLO,LA ESPERANZA,ORA DISTRITAL JERUSALEN (MINSA),OPERATIVO,08:45 a 13.00          14:00 a 16:30,1 Barrio 3 Mz. 20 Lt. 02 Sector Jerusalén,10. Reporte I Trimestre 2024.csv
2024-03-31,LA LIBERTAD,PATAZ,CHILLIA,AG CHILLIA,OPERATIVO,08:45 a 13.00          14:00 a 16:30,Miraflores S/N,10. Reporte I Trimestre 2024.csv
